,Unnamed: 0,declined,valueClient,extraCost,valueResources,net,processDuration,daysOnContact,daysOnInterview,daysOnSendCV,daysOnReturn,daysOnCSchedule,daysOnCRealized,cluster
669,669,1,14616.0,0.0,9240.0,2686.656,0,0,0,0,0,0,0,0
670,670,0,13841.52,1436.4,9744.0,114.28032,0,0,0,0,0,0,0,0
671,671,0,19832.4,0.0,5500.0,883.0139999999999,0,0,0,0,0,0,0,0
672,672,0,14298.48,0.0,10998.96,668.59968,0,0,0,0,0,0,0,0
673,673,0,21840.0,1779.96,13440.0,2601.48,0,0,0,0,0,0,0,0
674,674,1,18480.0,0.0,9450.0,1413.72,0,0,0,0,0,0,0,0
675,675,0,6499.92,0.0,4299.12,1004.81472,0,0,0,0,0,0,0,0
676,676,0,19908.0,2418.72,17010.0,2338.2116,0,0,0,0,0,0,0,0
677,677,0,19908.0,0.0,5500.0,886.38,0,0,0,0,0,0,0,0
678,678,0,15120.0,0.0,9999.36,2338.56,0,0,0,0,0,0,0,0
679,679,0,15384.84,0.0,8000.0,4554.02944,0,0,0,0,0,0,0,0
680,680,0,14500.0,971.04,5000.0,2360.96,0,0,0,0,0,0,0,0
681,681,0,21336.0,500.0,13440.0,3470.176,0,0,0,0,0,0,0,0
682,682,1,16800.0,0.0,8500.0,1156.0,0,0,0,0,0,0,0,0
683,683,1,0.0,0.0,4000.0,0.0,0,0,0,0,0,0,0,0
684,684,0,6499.92,0.0,4299.12,1004.81472,0,0,0,0,0,0,0,0
685,685,0,16800.0,0.0,2300.0,312.8,0,0,0,0,0,0,0,0
686,686,0,11634.0,0.0,4000.0,2493.344,0,0,0,0,0,0,0,0
687,687,0,18984.0,0.0,14280.0,1210.944,0,0,0,0,0,0,0,0
688,688,0,15384.84,0.0,8999.76,3554.26944,0,0,0,0,0,0,0,0
689,689,0,6132.0,0.0,4032.0,971.712,0,0,0,0,0,0,0,0
690,690,0,13104.0,0.0,8904.0,1788.864,0,0,0,0,0,0,0,0
691,691,1,6499.92,0.0,2998.8,2305.13472,0,0,0,0,0,0,0,0
692,692,0,17640.0,0.0,13440.0,954.24,0,0,0,0,0,0,0,0
693,693,0,19832.4,0.0,4800.0,770.6304,0,0,0,0,0,0,0,0
694,694,0,6499.92,0.0,3998.4,1305.53472,0,0,0,0,0,0,0,0
695,695,1,21000.0,0.0,15120.0,2016.0,0,0,0,0,0,0,0,0
696,696,0,7300.0,0.0,2600.0,1406.8,0,0,0,0,0,0,0,0
697,697,0,19908.0,0.0,6000.0,966.96,0,0,0,0,0,0,0,0
698,698,0,20771.88,0.0,8500.0,2499.85408,0,0,0,0,0,0,0,0
699,699,0,27000.0,1663.75,14000.0,6368.25,0,0,0,0,0,0,0,0
700,700,0,18480.0,0.0,9450.0,1413.72,0,0,0,0,0,0,0,0
701,701,1,15960.0,0.0,9072.0,3951.36,0,0,0,0,0,0,0,0
702,702,0,17799.0,1768.27,4500.0,4880.714,0,0,0,0,0,0,0,0
703,703,0,20522.88,1436.4,13608.0,1702.27008,0,0,0,0,0,0,0,0
704,704,0,10920.0,0.0,7560.0,1350.72,0,0,0,0,0,0,0,0
705,705,0,15288.0,0.0,10080.0,2395.008,0,0,0,0,0,0,0,0
706,706,0,17808.0,0.0,10080.0,4451.328,0,0,0,0,0,0,0,0
707,707,0,9600.0,0.0,3000.0,2583.6,0,0,0,0,0,0,0,0
708,708,0,16800.0,0.0,1500.0,204.0,0,0,0,0,0,0,0,0
709,709,0,10769.04,0.0,4000.0,1787.5366399999998,0,0,0,0,0,0,0,0
710,710,0,18984.0,0.0,14280.0,1210.944,0,0,0,0,0,0,0,0
711,711,0,15960.0,0.0,10920.0,2103.36,0,0,0,0,0,0,0,0
712,712,1,20611.92,0.0,4839.0,807.4277976,0,0,0,0,0,0,0,0
713,713,0,20521.2,1436.4,9744.0,5564.8992,0,0,0,0,0,0,0,0
714,714,0,10688.7,0.0,3500.0,2596.9792,0,0,0,0,0,0,0,0
715,715,0,5384.62,0.0,2000.0,893.8499199999999,0,0,0,0,0,0,0,0
716,716,0,17640.0,0.0,11000.64,3393.6,0,0,0,0,0,0,0,0
717,717,0,10308.48,722.4,5040.0,2649.31968,0,0,0,0,0,0,0,0
718,718,0,20160.0,0.0,5500.0,897.6,0,0,0,0,0,0,0,0
719,719,0,21000.0,0.0,15792.0,1344.0,0,0,0,0,0,0,0,0
720,720,0,19152.0,300.0,13776.0,1552.0320000000004,0,0,0,0,0,0,0,0
721,721,0,13296.0,0.0,5300.0,1839.536,0,0,0,0,0,0,0,0
722,722,0,18648.0,0.0,11760.0,3456.768,0,0,0,0,0,0,0,0
723,723,0,12999.84,0.0,9072.0,1535.86944,0,0,0,0,0,0,0,0
724,724,0,24696.0,2012.72,14784.0,3355.216,0,0,0,0,0,0,0,0
725,725,0,24696.0,2012.72,14784.0,3355.216,0,0,0,0,0,0,0,0
726,726,0,26544.0,2163.34,15120.0,4376.564,0,0,0,0,0,0,0,0
727,727,0,16816.8,0.0,12936.0,786.5088,0,0,0,0,0,0,0,0
728,728,0,18396.0,0.0,12936.0,2075.136,0,0,0,0,0,0,0,0
729,729,1,19992.0,0.0,8500.0,1863.472,0,0,0,0,0,0,0,0
730,730,1,16800.0,0.0,11500.0,1564.0,0,0,0,0,0,0,0,0
731,731,0,19908.0,2956.34,20790.0,2857.793067,0,0,0,0,0,0,0,0
732,732,0,19908.0,4031.37,28350.0,3896.991,0,0,0,0,0,0,0,0
733,733,0,16128.0,0.0,10920.0,2240.448,0,0,0,0,0,0,0,0
734,734,0,10416.0,0.0,6501.6,1997.856,0,0,0,0,0,0,0,0
735,735,0,19656.0,0.0,13020.0,3019.296,0,0,0,0,0,0,0,0
736,736,0,19832.4,0.0,9000.0,1444.932,0,0,0,0,0,0,0,0
737,737,0,9072.0,0.0,5544.0,1858.752,0,0,0,0,0,0,0,0
738,738,0,15624.0,0.0,10080.0,2669.184,0,0,0,0,0,0,0,0
739,739,0,2300.0,0.0,1500.0,376.8,0,0,0,0,0,0,0,0
740,740,0,2300.0,0.0,1500.0,376.8,0,0,0,0,0,0,0,0
741,741,0,19152.0,300.0,12768.0,2560.032,0,0,0,0,0,0,0,0
742,742,0,17640.0,0.0,10080.0,4314.24,0,0,0,0,0,0,0,0
743,743,0,8176.92,0.0,2700.0,1947.36672,0,0,0,0,0,0,0,0
744,744,0,19756.8,2789.81,4000.0,6331.7388,0,0,0,0,0,0,0,0
745,745,0,15288.0,0.0,6000.0,2275.008,0,0,0,0,0,0,0,0
746,746,0,16800.0,0.0,5442.34,740.1582400000002,0,0,0,0,0,0,0,0
747,747,0,15960.0,0.0,9576.0,3447.36,0,0,0,0,0,0,0,0
748,748,1,14599.2,0.0,9240.0,2672.9472,0,0,0,0,0,0,0,0
749,749,0,13296.0,0.0,5300.0,1839.536,0,0,0,0,0,0,0,0
750,750,0,6000.0,0.0,3200.0,1696.0,0,0,0,0,0,0,0,0
751,751,0,11760.0,0.0,7874.16,1722.0,0,0,0,0,0,0,0,0
752,752,1,11760.0,0.0,7560.0,2036.16,0,0,0,0,0,0,0,0
753,753,0,25000.0,0.0,9600.0,4080.0,0,0,0,0,0,0,0,0
754,754,0,9870.0,0.0,5000.0,-446.08,0,0,0,0,0,0,0,0
755,755,0,16800.0,0.0,10000.0,1360.0,0,0,0,0,0,0,0,0
756,756,0,17000.0,0.0,6500.0,2822.0,0,0,0,0,0,0,0,0
757,757,1,17772.68,0.0,7553.08,1662.27088,0,0,0,0,0,0,0,0
758,758,0,15624.0,0.0,11256.0,1493.184,0,0,0,0,0,0,0,0
759,759,0,16296.0,0.0,9072.0,4225.536,0,0,0,0,0,0,0,0
760,760,0,20613.6,0.0,6500.0,1084.668,0,0,0,0,0,0,0,0
761,761,0,0.0,0.0,4000.0,0.0,0,0,0,0,0,0,0,0
762,762,1,16800.0,0.0,11760.0,1948.8,0,0,0,0,0,0,0,0
763,763,0,16800.0,0.0,3000.0,408.0,0,0,0,0,0,0,0,0
764,764,0,16968.0,0.0,6516.25,2768.263,0,0,0,0,0,0,0,0
765,765,0,15960.0,0.0,11424.0,1599.36,0,0,0,0,0,0,0,0
766,766,0,35280.0,0.0,19320.0,9468.48,0,0,0,0,0,0,0,0
767,767,0,19152.0,0.0,13776.0,1852.032,0,0,0,0,0,0,0,0
768,768,0,5779.05,0.0,1831.98,1509.7398,0,0,0,0,0,0,0,0
769,769,1,5000.0,0.0,2520.0,1560.0,0,0,0,0,0,0,0,0
770,770,0,20160.0,0.0,3300.0,538.56,0,0,0,0,0,0,0,0
771,771,0,10458.0,0.0,6888.0,1645.7279999999996,0,0,0,0,0,0,0,0
772,772,0,16800.0,0.0,8600.0,1169.6,0,0,0,0,0,0,0,0
773,773,0,20106.9,0.0,4000.0,9407.2304,0,0,0,0,0,0,0,0
774,774,0,14952.0,0.0,4000.0,5200.832,0,0,0,0,0,0,0,0
775,775,0,17976.0,0.0,11760.0,2908.416,0,0,0,0,0,0,0,0
776,776,0,19824.0,0.0,20156.85,3234.771288,0,0,0,0,0,0,0,0
777,777,0,21000.0,0.0,15792.0,1344.0,0,0,0,0,0,0,0,0
778,778,0,16968.0,0.0,10920.0,2925.888,0,0,0,0,0,0,0,0
779,779,0,17772.68,0.0,7553.08,1662.27088,0,0,0,0,0,0,0,0
780,780,0,17976.0,0.0,11424.0,3244.416,0,0,0,0,0,0,0,0
781,781,0,17300.0,0.0,12440.0,1676.8,0,0,0,0,0,0,0,0
782,782,0,5779.05,0.0,1831.98,1509.7398,0,0,0,0,0,0,0,0
783,783,0,19824.0,0.0,6000.0,5976.384,0,0,0,0,0,0,0,0
784,784,0,13776.0,0.0,8400.0,2841.216,0,0,0,0,0,0,0,0
785,785,0,16800.0,0.0,10713.36,1457.01696,0,0,0,0,0,0,0,0
786,786,0,15120.0,0.0,6048.0,6289.92,0,0,0,0,0,0,0,0
787,787,0,17808.0,0.0,10080.0,4451.328,0,0,0,0,0,0,0,0
788,788,0,24696.0,0.0,14784.0,5367.936,0,0,0,0,0,0,0,0
789,789,0,10700.0,0.0,4700.0,506.2,0,0,0,0,0,0,0,0
790,790,0,13804.56,0.0,10998.96,265.56096,0,0,0,0,0,0,0,0
791,791,0,17808.0,0.0,12600.0,1931.328,0,0,0,0,0,0,0,0
792,792,0,19152.0,0.0,12768.0,2860.032,0,0,0,0,0,0,0,0
793,793,0,21840.0,0.0,12096.0,5725.44,0,0,0,0,0,0,0,0
794,794,0,0.0,0.0,9000.0,0.0,29,0,0,0,0,0,0,0
795,795,0,0.0,0.0,6900.0,0.0,11,0,0,0,0,0,0,0
796,796,0,0.0,0.0,9000.0,0.0,35,0,0,0,0,0,0,0
797,797,0,0.0,0.0,7056.0,0.0,4,0,0,0,0,0,0,0
798,798,0,0.0,0.0,5500.0,0.0,1,0,0,0,0,0,0,0
799,799,0,0.0,0.0,5040.0,0.0,9,0,0,0,0,0,0,0
800,800,0,0.0,0.0,1923.75,0.0,14,0,0,0,0,0,0,0
801,801,0,0.0,0.0,7430.0,0.0,55,0,0,0,0,0,0,0
802,802,0,0.0,0.0,9000.0,0.0,2,0,0,0,0,0,0,0
803,803,0,0.0,0.0,11928.0,0.0,42,0,0,0,0,0,0,0
804,804,0,0.0,0.0,5200.0,0.0,18,0,0,0,0,0,0,0
805,805,0,0.0,0.0,8000.0,0.0,36,0,0,0,0,0,0,0
806,806,0,0.0,0.0,11760.0,0.0,34,0,0,0,0,0,0,0
807,807,0,0.0,0.0,6300.0,0.0,32,0,0,0,0,0,0,0
808,808,0,0.0,0.0,9000.0,0.0,39,0,0,0,0,0,0,0
809,809,0,0.0,0.0,3477.6,0.0,2,0,0,0,0,0,0,0
810,810,0,0.0,0.0,6500.0,0.0,41,0,0,0,0,0,0,0
811,811,0,0.0,0.0,15000.0,0.0,22,0,0,0,0,0,0,0
812,812,0,0.0,0.0,3813.6,0.0,15,0,0,0,0,0,0,0
813,813,0,0.0,0.0,0.0,0.0,13,0,0,0,0,0,0,0
814,814,0,0.0,0.0,8400.0,0.0,18,0,0,0,0,0,0,0
815,815,0,0.0,0.0,6048.0,0.0,11,0,0,0,0,0,0,0
816,816,0,0.0,0.0,5040.0,0.0,22,0,0,0,0,0,0,0
817,817,0,0.0,0.0,5500.0,0.0,13,0,0,0,0,0,0,0
818,818,0,0.0,0.0,5157.6,0.0,0,0,0,0,0,0,0,0
819,819,0,0.0,0.0,8427.0,0.0,0,0,0,0,0,0,0,0
820,820,0,0.0,0.0,8400.0,0.0,28,0,0,0,0,0,0,0
821,821,0,0.0,0.0,10920.0,0.0,10,0,0,0,0,0,0,0
822,822,0,0.0,0.0,5157.6,0.0,41,0,0,0,0,0,0,0
823,823,0,0.0,0.0,10416.0,0.0,16,0,0,0,0,0,0,0
824,824,0,0.0,0.0,9744.0,0.0,14,0,0,0,0,0,0,0
825,825,0,0.0,0.0,9240.0,0.0,13,0,0,0,0,0,0,0
826,826,0,0.0,0.0,2150.0,0.0,14,0,0,0,0,0,0,0
827,827,0,0.0,0.0,3813.6,0.0,13,0,0,0,0,0,0,0
828,828,0,0.0,0.0,9240.0,0.0,25,0,0,0,0,0,0,0
829,829,0,0.0,0.0,5880.0,0.0,21,0,0,0,0,0,0,0
830,830,0,0.0,0.0,11424.0,0.0,19,0,0,0,0,0,0,0
831,831,0,0.0,0.0,11760.0,0.0,21,0,0,0,0,0,0,0
832,832,0,0.0,0.0,4704.0,0.0,16,0,0,0,0,0,0,0
833,833,0,0.0,0.0,3864.0,0.0,8,0,0,0,0,0,0,0
834,834,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
835,835,0,0.0,0.0,5000.0,0.0,8,0,0,0,0,0,0,0
836,836,0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
837,837,0,0.0,0.0,4368.0,0.0,39,0,0,0,0,0,0,0
838,838,0,0.0,0.0,4653.6,0.0,21,0,0,0,0,0,0,0
839,839,0,0.0,0.0,9240.0,0.0,7,0,0,0,0,0,0,0
840,840,0,0.0,0.0,2340.0,0.0,11,0,0,0,0,0,0,0
841,841,0,0.0,0.0,8400.0,0.0,25,0,0,0,0,0,0,0
842,842,0,0.0,0.0,9657.72,0.0,2,0,0,0,0,0,0,0
843,843,0,0.0,0.0,5000.0,0.0,16,0,0,0,0,0,0,0
844,844,0,0.0,0.0,0.0,0.0,27,0,0,0,0,0,0,0
845,845,0,0.0,0.0,3500.0,0.0,9,0,0,0,0,0,0,0
846,846,0,0.0,0.0,6500.0,0.0,4,0,0,0,0,0,0,0
847,847,0,0.0,0.0,7560.0,0.0,18,0,0,0,0,0,0,0
848,848,0,0.0,0.0,12600.0,0.0,103,0,0,0,0,0,0,0
849,849,0,0.0,0.0,8000.0,0.0,13,0,0,0,0,0,0,0
850,850,0,0.0,0.0,15120.0,0.0,3,0,0,0,0,0,0,0
851,851,0,0.0,0.0,11088.0,0.0,2,0,0,0,0,0,0,0
852,852,0,0.0,0.0,8096.8,0.0,18,0,0,0,0,0,0,0
853,853,0,0.0,0.0,10080.0,0.0,27,0,0,0,0,0,0,0
854,854,0,0.0,0.0,7560.0,0.0,27,0,0,0,0,0,0,0
855,855,0,0.0,0.0,4500.0,0.0,14,0,0,0,0,0,0,0
856,856,0,0.0,0.0,11424.0,0.0,7,0,0,0,0,0,0,0
857,857,0,0.0,0.0,8500.0,0.0,5,0,0,0,0,0,0,0
858,858,0,0.0,0.0,3100.0,0.0,3,0,0,0,0,0,0,0
859,859,0,0.0,0.0,7000.0,0.0,18,0,0,0,0,0,0,0
860,860,0,0.0,0.0,6000.0,0.0,15,0,0,0,0,0,0,0
861,861,0,0.0,0.0,9240.0,0.0,40,0,0,0,0,0,0,0
862,862,0,0.0,0.0,4704.0,0.0,14,0,0,0,0,0,0,0
863,863,0,0.0,0.0,10416.0,0.0,28,0,0,0,0,0,0,0
864,864,0,0.0,0.0,9240.0,0.0,28,0,0,0,0,0,0,0
865,865,0,0.0,0.0,11424.0,0.0,13,0,0,0,0,0,0,0
866,866,0,0.0,0.0,10920.0,0.0,0,0,0,0,0,0,0,0
867,867,0,0.0,0.0,7500.0,0.0,7,0,0,0,0,0,0,0
868,868,0,0.0,0.0,10416.0,0.0,14,0,0,0,0,0,0,0
869,869,0,0.0,0.0,7501.2,0.0,13,0,0,0,0,0,0,0
870,870,0,0.0,0.0,2000.0,0.0,15,0,0,0,0,0,0,0
871,871,0,0.0,0.0,9542.4,0.0,7,0,0,0,0,0,0,0
872,872,0,0.0,0.0,8568.0,0.0,19,0,0,0,0,0,0,0
873,873,0,0.0,0.0,2000.0,0.0,10,0,0,0,0,0,0,0
874,874,0,0.0,0.0,9240.0,0.0,17,0,0,0,0,0,0,0
875,875,0,0.0,0.0,7500.0,0.0,21,0,0,0,0,0,0,0
876,876,0,0.0,0.0,8400.0,0.0,14,0,0,0,0,0,0,0
877,877,0,0.0,0.0,8400.0,0.0,54,0,0,0,0,0,0,0
878,878,0,0.0,0.0,9072.0,0.0,57,0,0,0,0,0,0,0
879,879,0,0.0,0.0,8400.0,0.0,5,0,0,0,0,0,0,0
880,880,0,0.0,0.0,10080.0,0.0,12,0,0,0,0,0,0,0
881,881,0,0.0,0.0,1231.98,0.0,12,0,0,0,0,0,0,0
882,882,0,0.0,0.0,9912.0,0.0,32,0,0,0,0,0,0,0
883,883,0,10080.0,0.0,7392.0,833.28,8,0,0,0,0,0,0,0
884,884,0,12600.0,0.0,13440.0,-3158.4,33,0,0,0,0,0,0,0
885,885,0,7718.9112,0.0,6216.0,82.6315392,22,0,0,0,0,0,0,0
886,886,0,7635.6,0.0,9240.0,-3009.3504,8,0,0,0,0,0,0,0
887,887,0,13104.0,0.0,8400.0,2292.864,19,0,0,0,0,0,0,0
888,888,0,12600.0,0.0,8400.0,1881.6,3,0,0,0,0,0,0,0
889,889,0,17640.0,0.0,11760.0,2634.24,26,0,0,0,0,0,0,0
890,890,0,13104.0,0.0,8400.0,2292.864,43,0,0,0,0,0,0,0
891,891,0,24864.0,0.0,15120.0,5169.024,20,0,0,0,0,0,0,0
892,892,0,17640.0,0.0,12264.0,2130.24,40,0,0,0,0,0,0,0
893,893,0,16548.0,0.0,10248.0,3255.168,15,0,0,0,0,0,0,0
894,894,0,6720.0,0.0,9240.0,-3756.48,21,0,0,0,0,0,0,0
895,895,0,6720.0,0.0,3360.0,2123.52,8,0,0,0,0,0,0,0
896,896,0,5040.0,0.0,5040.0,-927.36,8,0,0,0,0,0,0,0
897,897,0,13440.0,0.0,3500.0,4842.04,16,0,0,0,0,0,0,0
898,898,0,15178.8,0.0,11760.0,625.9008,20,0,0,0,0,0,0,0
899,899,0,3500.0,0.0,3500.0,-3269.0,7,0,0,0,0,0,0,0
900,900,0,3500.0,0.0,2500.0,-1519.0,6,0,0,0,0,0,0,0
901,901,0,9970.8,0.0,7728.0,408.1728,6,0,0,0,0,0,0,0
902,902,0,17181.36,0.0,12408.48,1611.50976,26,0,0,0,0,0,0,0
903,903,0,13104.0,0.0,8400.0,2292.864,6,0,0,0,0,0,0,0
904,904,0,16800.0,0.0,6000.0,3508.8,22,0,0,0,0,0,0,0
905,905,0,7728.0,0.0,5300.0,-2703.952,34,0,0,0,0,0,0,0
906,906,0,9240.0,0.0,7000.0,-4360.16,26,0,0,0,0,0,0,0
907,907,0,16800.0,0.0,6500.0,2658.8,21,0,0,0,0,0,0,0
908,908,0,15456.0,0.0,10080.0,2532.096,9,0,0,0,0,0,0,0
909,909,0,16800.0,0.0,6300.0,2998.8,13,0,0,0,0,0,0,0
910,910,0,16800.0,0.0,11760.0,1948.8,21,0,0,0,0,0,0,0
911,911,0,10080.0,0.0,6000.0,-1974.72,13,0,0,0,0,0,0,0
912,912,0,10080.0,0.0,7056.0,1169.28,16,0,0,0,0,0,0,0
913,913,0,10080.0,0.0,3500.0,2100.28,35,0,0,0,0,0,0,0
914,914,0,9744.0,0.0,11760.0,-3808.896,17,0,0,0,0,0,0,0
915,915,0,7560.0,0.0,4500.0,-1706.04,6,0,0,0,0,0,0,0
916,916,0,9576.0,0.0,5880.0,1934.016,21,0,0,0,0,0,0,0
917,917,0,11290.32,0.0,3500.0,3087.90112,3,0,0,0,0,0,0,0
918,918,0,10920.0,0.0,5001.36,3909.36,51,0,0,0,0,0,0,0
919,919,0,15960.0,0.0,10920.0,2103.36,6,0,0,0,0,0,0,0
920,920,0,13440.0,0.0,8736.0,2231.04,26,0,0,0,0,0,0,0
921,921,0,17304.0,0.0,12096.0,2024.064,140,0,0,0,0,0,0,0
922,922,0,4927.44,0.0,8400.0,-4379.20896,19,0,0,0,0,0,0,0
923,923,0,13440.0,0.0,8000.0,-2632.96,24,0,0,0,0,0,0,0
924,924,0,17472.0,0.0,10000.0,-2742.848,7,0,0,0,0,0,0,0
925,925,0,7896.0,0.0,4704.0,1739.136,5,0,0,0,0,0,0,0
926,926,0,11256.0,0.0,6384.0,2800.896,4,0,0,0,0,0,0,0
927,927,0,21840.0,0.0,1000.0,16071.44,38,0,0,0,0,0,0,0
928,928,0,10416.0,0.0,7056.0,1443.456,42,0,0,0,0,0,0,0
929,929,0,13011.6,0.0,10080.0,537.4656,83,0,0,0,0,0,0,0
930,930,0,14952.0,0.0,7500.0,-549.168,13,0,0,0,0,0,0,0
931,931,0,10752.0,0.0,4000.0,1773.632,16,0,0,0,0,0,0,0
932,932,0,6774.19,0.0,2100.0,1852.73904,6,0,0,0,0,0,0,0
933,933,0,7556.49,0.0,1700.0,3191.09584,6,0,0,0,0,0,0,0
934,934,0,7556.49,0.0,1700.0,3191.09584,12,0,0,0,0,0,0,0
935,935,0,18480.0,0.0,7600.0,2159.68,19,0,0,0,0,0,0,0
936,936,0,17136.0,0.0,10080.0,3902.976,27,0,0,0,0,0,0,0
937,937,0,3024.0,0.0,2100.0,-1207.4160000000004,22,0,0,0,0,0,0,0
938,938,0,15792.0,0.0,9000.0,-2413.728,31,0,0,0,0,0,0,0
939,939,0,5812.69,0.0,2600.0,193.15504,36,0,0,0,0,0,0,0
940,940,0,2100.0,0.0,2100.0,-1961.4,0,0,0,0,0,0,0,0
941,941,0,11760.0,0.0,8400.0,1196.16,0,0,0,0,0,0,0,0
942,942,0,10920.0,0.0,8400.0,510.72,4,0,0,0,0,0,0,0
943,943,0,5354.16,0.0,4149.6,219.39456,54,0,0,0,0,0,0,0
944,944,0,7560.0,0.0,8904.0,-2735.04,28,0,0,0,0,0,0,0
945,945,0,11272.8,0.0,7500.0,-3551.3952,6,0,0,0,0,0,0,0
946,946,0,12432.0,0.0,8400.0,1744.5120000000004,8,0,0,0,0,0,0,0
947,947,0,14112.0,0.0,10080.0,1435.392,46,0,0,0,0,0,0,0
948,948,0,10080.0,0.0,7056.0,1169.28,13,0,0,0,0,0,0,0
949,949,0,5880.0,0.0,2700.0,73.08,4,0,0,0,0,0,0,0
950,950,0,5359.2,0.0,3813.6,559.5072,8,0,0,0,0,0,0,0
951,951,0,11088.0,0.0,7560.0,1487.808,13,0,0,0,0,0,0,0
952,952,0,12012.0,0.0,8400.0,1401.792,7,0,0,0,0,0,0,0
953,953,0,9072.0,0.0,8500.0,-7047.248000000001,83,0,0,0,0,0,0,0
954,954,0,12096.0,0.0,8400.0,1470.336,8,0,0,0,0,0,0,0
955,955,0,4670.4,0.0,3612.0,199.0464,19,0,0,0,0,0,0,0
956,956,0,12096.0,0.0,8400.0,1470.336,19,0,0,0,0,0,0,0
957,957,0,10920.0,0.0,8064.0,846.72,24,0,0,0,0,0,0,0
958,958,0,9900.0,0.0,3000.0,2828.4,4,0,0,0,0,0,0,0
959,959,0,9240.0,0.0,7000.0,-4360.16,4,0,0,0,0,0,0,0
960,960,0,0.0,0.0,9240.0,0.0,75,0,0,0,0,0,0,0
961,961,0,11290.32,0.0,3500.0,3087.90112,10,0,0,0,0,0,0,0
962,962,0,11256.0,0.0,6720.0,2464.896,19,0,0,0,0,0,0,0
963,963,0,5812.69,0.0,1700.0,1768.15504,18,0,0,0,0,0,0,0
964,964,0,10752.0,0.0,7056.0,1717.632,25,0,0,0,0,0,0,0
965,965,0,15960.0,0.0,8064.0,4959.36,13,0,0,0,0,0,0,0
966,966,0,13440.0,0.0,7560.0,3407.04,5,0,0,0,0,0,0,0
967,967,0,19320.0,0.0,10080.0,5685.12,7,0,0,0,0,0,0,0
968,968,0,16296.0,0.0,10500.0,2797.536,38,0,0,0,0,0,0,0
969,969,0,16800.0,0.0,2000.0,10208.8,46,0,0,0,0,0,0,0
970,970,0,16800.0,0.0,3360.0,10348.8,43,0,0,0,0,0,0,0
971,971,0,14112.0,0.0,8736.0,2779.3920000000007,26,0,0,0,0,0,0,0
972,972,0,15960.0,0.0,10920.0,2103.36,19,0,0,0,0,0,0,0
973,973,0,10920.0,0.0,7056.0,1854.72,24,0,0,0,0,0,0,0
974,974,0,19320.0,0.0,10920.0,4845.12,6,0,0,0,0,0,0,0
975,975,0,19320.0,0.0,12600.0,3165.12,20,0,0,0,0,0,0,0
976,976,0,11491.2,0.0,8904.0,472.8192,4,0,0,0,0,0,0,0
977,977,0,16800.0,0.0,9744.0,3964.8,5,0,0,0,0,0,0,0
978,978,0,14112.0,0.0,8064.0,3451.3920000000007,12,0,0,0,0,0,0,0
979,979,0,5812.69,0.0,1700.0,1768.15504,6,0,0,0,0,0,0,0
980,980,0,17640.0,0.0,7250.0,2069.24,24,0,0,0,0,0,0,0
981,981,0,12600.0,0.0,9240.0,1041.6,6,0,0,0,0,0,0,0
982,982,0,16800.0,0.0,6500.0,2658.8,28,0,0,0,0,0,0,0
983,983,0,10920.0,0.0,6552.0,2358.72,12,0,0,0,0,0,0,0
984,984,0,15120.0,0.0,2000.0,8837.92,27,0,0,0,0,0,0,0
985,985,0,13000.0,0.0,6184.9,93.67,2,0,0,0,0,0,0,0
986,986,0,8500.0,0.0,5088.0,-1713.6,1,0,0,0,0,0,0,0
987,987,0,12408.48,0.0,7158.48,2966.83968,17,0,0,0,0,0,0,0
988,988,0,4920.72,0.0,3813.6,201.70752,5,0,0,0,0,0,0,0
989,989,0,5544.0,0.0,4297.44,226.46400000000003,11,0,0,0,0,0,0,0
990,990,0,11290.32,0.0,3500.0,3087.90112,15,0,0,0,0,0,0,0
991,991,0,7560.0,0.0,5040.0,1128.96,17,0,0,0,0,0,0,0
992,992,0,12408.48,0.0,7158.48,2966.83968,19,0,0,0,0,0,0,0
993,993,0,13440.0,0.0,9240.0,1727.04,14,0,0,0,0,0,0,0
994,994,0,13440.0,0.0,8736.0,2231.04,7,0,0,0,0,0,0,0
995,995,0,13440.0,0.0,8400.0,2567.04,13,0,0,0,0,0,0,0
996,996,0,16128.0,0.0,9072.0,4088.448,20,0,0,0,0,0,0,0
997,997,0,13440.0,0.0,9240.0,1727.04,28,0,0,0,0,0,0,0
998,998,0,9240.0,0.0,6216.0,1323.84,31,0,0,0,0,0,0,0
999,999,0,11290.32,0.0,3500.0,3087.90112,5,0,0,0,0,0,0,0
1000,1000,0,15792.0,0.0,10080.0,2806.272,5,0,0,0,0,0,0,0
1001,1001,0,6500.0,0.0,2400.0,1104.0,26,0,0,0,0,0,0,0
1002,1002,0,12936.0,0.0,8400.0,2155.776,8,0,0,0,0,0,0,0
1003,1003,0,12432.0,0.0,6888.0,3256.512,34,0,0,0,0,0,0,0
1004,1004,0,10407.6,0.0,8064.0,428.6016,20,0,0,0,0,0,0,0
1005,1005,0,9530.07,0.0,2570.83,3277.58462,19,0,0,0,0,0,0,0
1006,1006,0,12096.0,0.0,8232.0,1638.336,35,0,0,0,0,0,0,0
1007,1007,0,12408.48,0.0,6681.36,3443.9596799999995,2,0,0,0,0,0,0,0
1008,1008,0,10900.0,0.0,3000.0,3644.4,46,0,0,0,0,0,0,0
